price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5609354,2461,4,2,1,yes,no,yes,no,no,0,no,unfurnished
4288355,3266,4,2,2,no,no,no,no,no,2,yes,furnished
12002598,5039,2,2,2,yes,no,yes,no,no,0,no,unfurnished
7688317,9800,2,2,1,no,no,no,no,yes,0,yes,unfurnished
4265704,2704,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
8574939,5412,4,2,2,yes,no,no,no,no,0,no,semi-furnished
3440696,4091,4,2,1,yes,no,no,no,no,0,yes,unfurnished
7610119,2881,4,2,2,yes,no,no,no,yes,0,yes,unfurnished
5143662,4662,4,1,1,yes,no,no,no,no,2,no,semi-furnished
11374256,866,3,2,2,yes,no,no,yes,no,2,no,semi-furnished
5467272,1399,4,2,2,no,no,yes,no,yes,1,no,semi-furnished
5072411,4198,2,1,2,no,no,no,no,yes,0,no,semi-furnished
3878800,3290,3,2,2,yes,yes,no,no,yes,2,no,furnished
4365767,2831,2,2,2,yes,no,no,no,no,2,no,semi-furnished
11499397,4468,4,2,2,yes,yes,yes,no,no,2,no,furnished
8823136,4398,3,2,2,yes,no,no,no,yes,2,no,unfurnished
8628186,6198,2,2,3,no,no,no,no,yes,0,no,furnished
5477707,2964,3,1,3,yes,no,no,no,no,0,no,unfurnished
7229423,4023,2,2,2,yes,yes,no,no,no,0,no,furnished
4163640,6208,3,2,2,no,no,yes,no,no,0,no,unfurnished
3702534,2783,2,2,1,yes,yes,no,no,no,0,no,unfurnished
9126159,2664,4,2,2,no,no,no,no,no,0,no,furnished
10328489,4563,4,2,1,yes,no,yes,no,no,0,no,unfurnished
13875380,4298,3,2,1,yes,yes,no,yes,no,2,yes,semi-furnished
8089364,7597,3,2,1,yes,no,no,no,no,1,no,semi-furnished
9242789,3112,2,2,2,yes,yes,no,no,no,1,no,unfurnished
11155447,1276,4,1,2,yes,no,yes,no,yes,0,yes,unfurnished
9220125,3396,3,2,2,yes,yes,no,no,no,0,no,unfurnished
6175366,1042,4,2,2,yes,no,yes,no,no,0,yes,unfurnished
5382225,3747,3,2,1,yes,no,no,no,yes,1,no,semi-furnished
12516023,2579,2,2,2,yes,yes,no,no,yes,0,yes,semi-furnished
7646893,3664,4,2,1,no,no,no,no,yes,2,yes,semi-furnished
6479882,1841,3,2,2,yes,no,no,no,yes,0,no,semi-furnished
9272227,713,3,1,2,yes,no,yes,no,no,0,no,furnished
4833030,2391,4,2,2,yes,no,yes,no,no,2,yes,furnished
7277245,5441,2,2,3,yes,no,yes,no,no,0,yes,furnished
5593065,3117,4,2,2,no,yes,yes,no,yes,0,yes,semi-furnished
10771612,4585,4,2,1,yes,yes,no,no,no,0,no,semi-furnished
9001062,2600,3,2,2,yes,yes,yes,no,yes,2,no,unfurnished
3582120,5985,4,2,2,yes,no,no,no,yes,0,no,furnished
9825636,3956,2,1,2,yes,no,no,no,no,0,no,semi-furnished
3671983,3528,2,2,2,yes,no,no,no,no,2,no,unfurnished
10728311,2913,4,2,2,yes,no,yes,no,yes,0,no,semi-furnished
3841888,7026,3,1,4,yes,no,no,no,no,0,no,semi-furnished
4744192,1790,3,1,2,yes,yes,no,no,yes,2,no,semi-furnished
8971029,7996,3,2,2,no,no,no,no,no,0,no,furnished
5370952,2981,3,2,1,yes,no,no,no,no,1,no,semi-furnished
11395452,4836,4,2,2,yes,no,no,no,no,1,yes,semi-furnished
12195658,2956,4,2,2,yes,no,no,no,no,1,no,unfurnished
12235844,5221,2,1,2,yes,no,no,yes,no,0,no,semi-furnished
12087900,3691,4,1,1,yes,no,no,no,no,0,no,semi-furnished
8423318,2444,4,2,1,yes,yes,yes,yes,no,1,no,furnished
5101637,4696,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished
9165569,4860,4,2,2,yes,no,yes,no,yes,0,yes,unfurnished
8007591,2473,2,2,1,yes,no,no,no,yes,0,yes,furnished
5705944,5594,2,2,1,no,no,yes,no,no,0,yes,semi-furnished
3473716,2431,4,1,2,yes,no,no,no,no,2,no,unfurnished
6958695,5857,4,2,1,yes,no,no,no,yes,0,no,semi-furnished
5098641,2467,3,1,2,yes,yes,no,no,no,1,no,furnished
7753164,1861,3,2,2,yes,yes,no,no,yes,2,yes,unfurnished
5739880,5364,4,2,2,yes,no,no,no,no,2,no,semi-furnished
5167873,2165,2,2,2,yes,no,yes,no,no,1,no,semi-furnished
4175133,6733,2,2,2,yes,no,no,yes,no,0,no,unfurnished
5098477,3469,3,2,1,yes,no,no,no,no,0,no,semi-furnished
12183871,4223,3,2,2,yes,no,no,no,no,0,no,furnished
9977700,2196,3,1,2,yes,no,no,no,no,2,no,furnished
11000461,2004,2,2,2,yes,no,no,no,no,2,no,semi-furnished
10037786,4609,3,2,2,no,no,no,no,yes,2,yes,unfurnished
5715673,3593,4,1,1,yes,no,yes,no,no,0,no,semi-furnished
7334957,5419,3,2,1,yes,no,no,no,no,2,no,semi-furnished
8982086,3147,2,1,1,yes,no,yes,no,yes,0,no,furnished
5826411,2980,3,2,2,no,no,no,no,no,0,no,furnished
5660298,1484,3,2,2,yes,no,no,no,no,2,no,semi-furnished
5629747,2442,2,2,2,no,no,no,no,no,1,no,unfurnished
6045825,7374,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished
6483774,2645,3,2,2,yes,yes,no,no,no,0,no,semi-furnished
5760919,2839,4,2,1,yes,no,yes,yes,no,2,no,semi-furnished
9658970,2682,2,2,2,no,yes,no,no,yes,2,no,semi-furnished
9999475,2586,4,2,2,yes,yes,no,no,no,1,no,semi-furnished
8263120,2950,4,2,1,no,no,yes,no,no,0,no,furnished
8333189,2858,3,2,2,yes,yes,no,no,yes,2,no,semi-furnished
8118004,8739,2,2,2,yes,yes,yes,no,yes,2,no,semi-furnished
4811838,2789,3,2,1,no,no,no,yes,no,0,no,unfurnished
7802093,4122,4,2,2,yes,yes,no,no,no,2,no,unfurnished
4930865,11752,4,2,1,yes,no,no,no,no,1,no,unfurnished
6619377,1773,2,1,2,yes,no,no,no,no,0,yes,semi-furnished
5447368,2706,4,2,1,yes,yes,yes,no,yes,2,no,unfurnished
5019957,4130,2,2,2,yes,no,no,no,no,0,no,semi-furnished
3723248,2331,3,2,2,yes,no,yes,no,yes,0,no,furnished
5991272,6890,3,1,1,yes,no,no,no,no,1,no,semi-furnished
9807585,3182,4,2,1,yes,no,yes,no,yes,2,no,unfurnished
5651731,3358,4,1,1,yes,no,no,yes,no,1,no,unfurnished
5093100,4610,3,2,1,yes,yes,yes,no,no,2,no,semi-furnished
9789490,3644,2,2,2,yes,yes,no,no,no,2,no,unfurnished
11189863,3340,3,2,4,yes,no,no,no,yes,0,no,unfurnished
5095473,7544,3,2,2,yes,yes,yes,no,yes,0,no,unfurnished
6225130,3140,3,2,1,yes,no,no,no,no,0,no,semi-furnished
3015334,2579,4,1,2,yes,no,no,no,yes,0,no,furnished
5095776,5255,2,2,2,yes,no,no,yes,yes,1,no,semi-furnished
4213213,5001,4,1,2,yes,no,no,no,yes,2,no,semi-furnished
5887759,2370,3,1,2,yes,no,yes,no,no,1,yes,semi-furnished
6944274,1815,4,1,2,yes,no,no,no,yes,0,no,furnished
7870372,1467,4,2,2,no,no,no,no,no,2,no,semi-furnished
6927592,5894,3,1,2,yes,no,yes,no,yes,3,no,furnished
6424735,4361,4,2,1,yes,yes,no,no,yes,2,no,semi-furnished
4078715,2941,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished
5392400,4417,3,2,1,yes,no,no,no,no,2,no,semi-furnished
3583544,5678,3,1,2,yes,yes,yes,no,no,2,yes,unfurnished
7807966,4987,3,2,2,yes,no,yes,no,no,2,no,semi-furnished
6978187,2593,4,2,2,yes,yes,no,no,yes,0,yes,semi-furnished
13196797,1947,3,1,2,yes,yes,yes,no,yes,0,yes,unfurnished
5273932,4002,3,2,1,no,no,no,no,no,0,no,unfurnished
6386788,1495,2,1,1,yes,no,yes,no,yes,0,no,semi-furnished
7500252,6924,4,2,2,yes,yes,no,no,yes,1,no,unfurnished
5550766,2608,4,2,2,yes,yes,yes,no,no,0,no,unfurnished
7334750,3275,4,1,1,yes,no,no,no,yes,0,no,semi-furnished
9166665,4672,3,2,1,yes,no,no,no,yes,1,yes,unfurnished
5928871,1878,4,1,1,yes,no,no,no,yes,0,no,semi-furnished
8333227,4688,4,2,1,yes,no,no,no,no,2,no,furnished
10376907,5899,4,1,2,yes,no,no,no,yes,0,no,unfurnished
6996189,7815,3,2,2,yes,no,no,no,no,2,no,furnished
8517025,6385,4,2,2,yes,yes,no,no,yes,0,no,furnished
5218506,3035,4,2,1,yes,no,yes,yes,no,0,yes,furnished
9900520,6590,4,2,2,yes,yes,no,no,yes,0,no,unfurnished
4770243,2413,3,2,1,yes,no,no,no,no,0,no,unfurnished
4886489,3344,3,2,2,yes,no,no,no,yes,2,no,semi-furnished
9297577,4356,2,1,3,no,no,yes,no,no,2,no,semi-furnished
11276881,2091,4,2,1,yes,no,no,yes,no,1,no,semi-furnished
8294022,5081,2,2,1,no,yes,no,no,no,0,no,semi-furnished
4045004,3660,4,2,2,yes,no,yes,no,yes,1,no,furnished
9209198,3598,2,1,2,yes,no,no,no,no,0,no,unfurnished
4790246,8285,3,2,1,no,no,no,no,no,0,no,semi-furnished
9119274,2805,2,2,1,no,no,no,yes,yes,2,no,unfurnished
5676347,1745,4,2,2,yes,yes,no,no,no,2,yes,semi-furnished
6748986,2388,3,2,2,yes,no,yes,no,yes,0,yes,furnished
6999657,3702,4,1,2,yes,no,no,no,no,2,no,semi-furnished
12355197,1350,3,2,2,yes,no,yes,yes,yes,2,no,semi-furnished
2839258,4671,4,2,1,yes,yes,no,no,yes,2,yes,semi-furnished
4420329,2867,4,2,1,yes,no,yes,no,no,2,no,semi-furnished
3809278,5367,3,2,1,yes,no,no,no,no,0,no,semi-furnished
3662436,4720,2,2,1,no,no,no,no,no,1,no,semi-furnished
4888180,3431,4,2,1,yes,no,yes,no,yes,0,no,semi-furnished
5414349,8308,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished
4325248,5179,2,2,2,no,no,no,no,no,0,no,unfurnished
6496314,3514,2,1,2,no,no,no,no,yes,2,no,furnished
7347232,4515,3,2,2,yes,no,no,no,yes,0,no,furnished
5377099,5358,3,2,2,yes,no,yes,no,no,2,yes,unfurnished
3940048,2030,2,2,2,yes,yes,no,yes,no,2,no,semi-furnished
4833612,3755,2,2,2,yes,yes,yes,no,no,2,no,unfurnished
4819825,2287,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
9736391,5376,3,2,1,yes,no,yes,no,yes,1,no,unfurnished
4277692,5096,2,2,2,yes,no,yes,no,no,0,no,semi-furnished
8905267,1558,3,2,1,yes,no,yes,no,yes,2,no,semi-furnished
9306022,2571,4,1,2,yes,no,no,no,no,0,no,semi-furnished
5685756,4147,3,1,1,no,yes,yes,no,no,2,no,semi-furnished
5476828,3805,4,1,2,yes,no,yes,no,no,1,yes,unfurnished
8058367,3148,4,2,1,yes,yes,yes,no,yes,2,no,unfurnished
4684125,2807,3,2,1,yes,no,yes,no,no,2,no,semi-furnished
5228339,2374,3,2,2,yes,no,yes,no,no,2,no,semi-furnished
8633438,6173,3,1,3,yes,no,no,no,no,0,yes,unfurnished
8875452,1837,3,2,2,yes,no,no,no,yes,0,no,unfurnished
6192500,3575,3,2,2,yes,no,no,no,yes,0,no,unfurnished
8257240,2037,2,2,2,yes,no,yes,no,no,0,no,semi-furnished
10921702,5559,3,2,1,yes,no,yes,no,no,2,yes,unfurnished
8514615,2889,3,2,2,yes,no,yes,yes,no,2,no,furnished
8801126,2286,3,2,2,yes,no,yes,no,no,1,no,unfurnished
7826070,2138,4,2,2,yes,no,no,yes,no,2,no,semi-furnished
8771845,5655,3,2,2,no,no,no,no,yes,1,yes,semi-furnished
11818882,3618,4,2,2,yes,yes,yes,no,yes,2,no,semi-furnished
9480858,7446,2,2,2,yes,no,yes,no,no,1,no,unfurnished
11140939,2085,4,2,1,no,no,no,no,yes,0,yes,semi-furnished
7828299,2533,3,2,2,yes,no,yes,no,yes,0,no,unfurnished
7985318,4276,2,1,1,yes,no,no,no,no,1,no,furnished
8125675,2871,3,1,1,no,no,yes,no,no,0,no,furnished
4118679,4801,3,1,2,yes,no,no,no,no,0,no,furnished
6113417,2124,4,2,1,yes,yes,no,no,no,0,yes,semi-furnished
