price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5792932,4573,3,1,1,yes,no,no,no,no,1,no,unfurnished
8166660,6065,4,2,1,yes,no,no,no,no,0,no,furnished
10179896,1813,4,1,2,no,no,yes,no,yes,0,no,semi-furnished
2218408,11869,3,2,1,yes,yes,no,no,yes,2,no,furnished
2957081,3579,3,1,2,yes,yes,no,yes,no,1,no,furnished
7651497,3496,2,1,4,yes,no,no,no,no,2,no,furnished
8879071,3281,3,1,1,yes,no,no,no,no,1,yes,semi-furnished
6888278,4443,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished
11075365,2716,4,1,1,yes,no,no,no,no,2,no,unfurnished
4519833,2793,2,1,1,yes,no,yes,no,yes,2,yes,semi-furnished
2890383,5149,4,1,2,yes,no,no,no,no,1,yes,semi-furnished
4266309,8766,4,2,1,yes,no,yes,no,no,2,no,semi-furnished
8206137,4708,3,1,1,yes,yes,no,no,yes,1,no,unfurnished
4087216,3938,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
4792967,6746,3,1,1,yes,yes,yes,no,yes,0,no,semi-furnished
3963767,4995,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
5333132,3802,3,2,1,yes,no,no,no,no,1,no,semi-furnished
4784666,2992,3,2,2,yes,yes,yes,no,no,2,yes,semi-furnished
6608685,4827,3,2,1,yes,no,no,no,no,1,no,furnished
2407243,2486,2,2,1,yes,no,no,no,no,1,no,unfurnished
9629203,3869,3,1,2,yes,no,yes,no,yes,1,yes,furnished
6379379,3178,3,1,1,yes,no,yes,no,yes,1,yes,semi-furnished
5787952,5605,2,1,1,yes,no,yes,no,no,2,no,furnished
3906749,2436,2,1,2,no,no,yes,no,no,1,no,semi-furnished
9405429,7172,3,2,1,yes,no,yes,no,no,2,no,unfurnished
3255399,5268,3,1,1,yes,no,no,no,no,0,no,unfurnished
3669973,3993,2,1,2,yes,yes,yes,no,no,1,no,unfurnished
6007216,1883,2,2,1,yes,yes,no,no,no,1,no,unfurnished
6222898,2735,2,1,2,no,yes,no,no,no,1,no,furnished
6711303,8550,4,1,1,yes,no,no,no,no,2,yes,furnished
2492676,4491,3,1,1,yes,no,no,no,yes,1,no,semi-furnished
7894277,2670,3,2,1,yes,no,no,no,no,2,no,unfurnished
8817927,4548,3,1,2,yes,no,no,no,yes,1,no,unfurnished
12377562,5069,3,1,1,yes,no,no,no,yes,1,no,unfurnished
3556409,3317,4,2,1,yes,no,no,no,yes,0,yes,unfurnished
3815935,3612,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
7140752,4700,3,1,2,yes,no,no,no,yes,1,yes,unfurnished
10454278,1886,4,1,2,yes,no,no,no,yes,2,no,unfurnished
6987176,3972,2,1,2,yes,yes,no,no,no,0,no,unfurnished
4373658,7443,3,2,4,yes,no,yes,no,no,1,no,unfurnished
5847558,5343,4,1,1,yes,no,yes,no,yes,2,no,unfurnished
6407197,4657,2,2,1,yes,no,yes,no,yes,1,no,furnished
4454185,4800,4,1,1,yes,yes,yes,no,no,1,no,unfurnished
4376175,1449,4,1,2,yes,no,yes,no,no,1,no,unfurnished
4394157,5013,4,1,1,yes,yes,no,no,no,2,yes,unfurnished
5029649,6902,3,2,2,yes,yes,no,yes,no,2,no,semi-furnished
1653224,4332,3,2,1,yes,no,no,no,no,0,no,unfurnished
5814563,3284,4,2,2,yes,no,no,no,no,1,no,unfurnished
6137557,6254,4,1,2,yes,yes,no,no,no,1,no,unfurnished
11477970,7373,2,2,1,yes,yes,yes,no,yes,1,yes,unfurnished
5322645,2003,3,1,2,no,no,no,no,no,0,yes,unfurnished
6411951,2920,3,1,1,yes,yes,yes,no,yes,0,yes,furnished
4848653,3401,2,2,1,yes,no,no,no,no,1,no,semi-furnished
5847622,3469,2,1,1,yes,no,no,yes,yes,2,no,semi-furnished
5834352,3390,2,1,1,yes,yes,no,no,no,0,no,semi-furnished
3362646,4726,4,1,5,yes,no,yes,no,yes,2,no,semi-furnished
1334739,4731,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished
4172019,4696,3,2,1,yes,no,yes,no,no,0,no,furnished
3971641,3051,2,2,2,yes,no,no,no,no,2,no,unfurnished
7461779,3345,4,1,1,yes,no,no,no,no,2,no,semi-furnished
10000825,4469,3,2,1,yes,no,no,no,no,0,no,semi-furnished
3394778,4799,3,1,1,yes,no,yes,no,yes,1,no,semi-furnished
5815444,4022,4,2,1,yes,no,yes,no,no,1,no,unfurnished
12174488,2868,4,1,2,yes,yes,no,no,yes,1,no,unfurnished
11481023,4312,3,1,1,yes,no,no,no,no,1,yes,unfurnished
5185185,3074,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
9567305,3302,2,1,1,yes,no,no,no,yes,2,yes,semi-furnished
7714773,2624,4,2,2,yes,no,no,no,no,2,no,furnished
8535193,3314,3,2,1,yes,no,yes,no,yes,2,no,unfurnished
4689059,3290,3,1,1,yes,no,no,no,no,2,no,furnished
9403507,4297,4,1,1,yes,no,yes,no,yes,0,no,unfurnished
2534455,3779,2,2,1,yes,no,no,no,yes,1,no,unfurnished
9288541,2735,4,1,2,yes,yes,yes,no,no,2,yes,semi-furnished
6506399,2745,3,2,2,no,no,no,no,no,2,no,unfurnished
4348422,5103,2,2,1,no,no,no,no,no,0,no,furnished
8104579,2279,2,1,4,no,no,yes,no,no,2,no,furnished
2811663,4896,3,2,1,yes,no,yes,no,no,2,no,furnished
6960448,5910,2,1,1,yes,no,no,no,yes,1,no,semi-furnished
4505962,5026,3,2,1,yes,no,no,no,no,1,yes,semi-furnished
6148217,4439,3,1,1,yes,no,yes,no,no,1,no,furnished
3878904,4083,2,1,1,no,no,no,no,no,2,no,semi-furnished
3750639,4889,2,1,1,yes,no,no,no,no,0,no,semi-furnished
7256936,4885,2,2,1,no,yes,no,no,yes,0,no,semi-furnished
3539654,2617,4,1,1,yes,no,yes,no,no,2,no,semi-furnished
6698266,8213,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
6109125,4542,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
5714723,2201,4,1,3,no,no,no,no,no,2,no,semi-furnished
7473925,4779,4,1,2,yes,no,yes,no,no,1,no,unfurnished
3361378,2779,3,2,2,no,yes,no,no,no,0,no,unfurnished
4553125,3210,4,1,1,yes,no,no,no,no,0,no,furnished
5309931,3991,3,1,1,yes,no,yes,no,no,0,yes,unfurnished
3096738,4785,4,1,1,yes,no,no,no,no,1,no,semi-furnished
3697079,1766,2,1,1,yes,no,no,no,no,2,no,semi-furnished
6313082,4412,2,1,1,yes,no,yes,no,no,0,no,unfurnished
7660560,7350,2,1,3,yes,no,yes,no,no,1,yes,furnished
5632689,5071,2,1,1,yes,yes,no,no,yes,1,no,furnished
3647707,10419,2,2,1,no,no,yes,no,no,2,no,unfurnished
4229051,2565,3,2,1,yes,yes,no,no,no,1,no,semi-furnished
3487398,4435,2,1,1,yes,no,yes,yes,yes,1,no,semi-furnished
5699773,3337,2,1,1,yes,no,yes,no,no,2,no,semi-furnished
2981009,2443,4,2,2,no,no,no,no,no,1,no,unfurnished
7761313,3794,2,2,1,no,no,no,no,no,0,yes,unfurnished
10419124,2226,4,2,1,yes,no,yes,no,no,1,yes,unfurnished
6530334,7695,2,1,2,yes,no,no,no,yes,1,no,semi-furnished
4740880,3057,2,1,1,yes,no,no,no,no,2,no,furnished
5694907,2103,4,1,1,yes,no,no,no,no,2,yes,unfurnished
5464349,2477,2,2,2,yes,yes,yes,no,no,1,no,furnished
7628968,5497,2,1,1,yes,yes,no,no,no,2,yes,semi-furnished
11457465,2283,4,1,1,no,no,no,no,no,1,yes,unfurnished
7205754,3062,2,1,1,yes,no,no,no,no,1,no,semi-furnished
7518725,4631,3,1,1,yes,yes,no,no,no,3,no,unfurnished
5326638,4092,3,1,2,yes,no,no,no,yes,2,no,semi-furnished
1674702,2998,3,1,1,yes,no,no,no,yes,0,no,furnished
6615542,3569,3,1,2,yes,no,yes,no,yes,1,no,unfurnished
6580731,5018,2,2,1,yes,no,no,no,no,1,no,semi-furnished
4770214,5500,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished
5565827,8285,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished
11004186,4791,4,2,1,yes,no,no,no,no,2,no,furnished
5080180,2706,3,1,3,no,yes,yes,no,no,1,no,unfurnished
7118331,4379,3,1,2,yes,yes,no,no,no,2,no,unfurnished
4861374,2791,2,1,1,yes,no,yes,no,no,1,no,furnished
4066356,12777,3,2,1,no,no,no,no,no,1,no,furnished
4555872,4211,2,1,1,no,no,no,no,yes,1,no,semi-furnished
6650854,5250,2,2,2,yes,yes,no,no,yes,2,no,furnished
8494694,7208,2,2,2,yes,no,yes,yes,yes,1,no,semi-furnished
2476075,2303,2,1,2,yes,no,no,no,no,0,no,furnished
7836574,3063,2,1,1,yes,no,yes,no,no,2,no,semi-furnished
11043309,5003,4,1,1,yes,no,no,no,no,2,yes,semi-furnished
7784997,4618,4,2,2,yes,no,no,no,no,0,no,unfurnished
2650443,4460,4,2,2,yes,no,no,no,no,0,no,furnished
5074466,2223,3,1,1,yes,no,no,no,no,4,no,furnished
7521175,6364,2,2,2,yes,no,no,no,no,1,no,furnished
4419929,6587,2,2,1,yes,no,yes,no,no,0,yes,semi-furnished
6635016,2958,3,1,1,yes,no,no,no,no,2,no,semi-furnished
10964180,2813,3,1,1,no,no,no,no,no,1,no,furnished
4575997,5678,4,1,1,no,no,yes,yes,no,0,yes,semi-furnished
3798488,3256,3,1,2,no,yes,yes,no,yes,0,yes,unfurnished
8846912,9109,2,1,1,yes,yes,yes,no,no,1,no,unfurnished
8555287,4272,4,2,1,yes,no,yes,no,no,1,no,unfurnished
7894721,6529,2,1,1,yes,no,no,no,yes,1,no,unfurnished
10414411,4175,3,2,2,yes,yes,no,no,yes,1,no,unfurnished
10221879,3944,3,1,1,yes,no,no,no,no,1,no,semi-furnished
5443894,5110,2,1,2,yes,yes,yes,no,no,2,no,semi-furnished
8032613,4803,4,2,1,yes,no,yes,no,no,0,no,furnished
7511615,9062,2,2,1,no,no,no,no,yes,1,no,semi-furnished
3939177,2316,2,1,2,yes,no,no,no,no,2,no,furnished
5182065,2734,4,1,1,yes,no,no,no,no,0,no,semi-furnished
3682222,4119,3,2,1,no,no,no,no,no,0,yes,unfurnished
8742532,1774,3,1,2,yes,no,no,no,no,1,no,unfurnished
4518154,4911,3,1,1,yes,no,no,no,no,0,no,semi-furnished
3370196,3771,4,1,1,yes,no,no,no,no,2,yes,unfurnished
8240265,14083,3,2,1,no,no,no,no,yes,2,no,unfurnished
12328667,3164,4,1,2,yes,no,no,no,no,2,yes,semi-furnished
6610073,3300,2,1,2,yes,yes,no,no,no,2,yes,semi-furnished
8863465,4537,4,1,1,yes,no,yes,no,no,1,no,unfurnished
5042033,8662,4,1,2,yes,no,no,no,no,1,no,semi-furnished
8341953,6027,4,2,1,yes,no,yes,no,no,1,no,furnished
7006309,1538,2,2,2,yes,no,yes,no,no,0,no,furnished
7919176,2499,4,2,2,yes,no,yes,no,no,1,no,semi-furnished
9051659,15063,3,1,2,yes,yes,no,no,no,2,no,semi-furnished
3465591,5461,3,2,1,yes,yes,no,no,yes,1,yes,furnished
3864928,6299,4,1,1,yes,no,no,no,no,0,yes,semi-furnished
3704199,4468,4,1,2,yes,no,no,no,no,1,yes,furnished
4236053,8318,3,1,3,no,no,yes,no,yes,2,no,furnished
4224052,3543,4,1,1,yes,no,no,no,yes,2,yes,semi-furnished
5923169,3293,3,1,1,yes,no,yes,yes,no,0,yes,semi-furnished
7758121,4222,4,1,2,yes,no,yes,no,no,1,no,semi-furnished
9251707,2370,4,1,1,yes,no,yes,no,yes,2,no,furnished
10558372,3384,2,2,2,yes,no,no,no,yes,2,yes,unfurnished
3772592,4491,4,1,2,yes,no,no,no,no,0,yes,furnished
3461092,8741,4,1,2,no,no,yes,no,no,2,no,semi-furnished
3755869,8854,2,1,2,yes,no,yes,no,yes,1,no,semi-furnished
11997094,2674,4,1,1,yes,no,yes,no,yes,1,no,unfurnished
5289168,2948,3,1,1,yes,yes,no,no,no,2,yes,semi-furnished
7927262,7469,3,2,1,yes,no,no,no,no,1,no,furnished
3228529,4445,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished
6895292,2170,4,2,1,yes,no,no,no,no,1,no,semi-furnished
9476062,4078,4,2,1,no,no,yes,no,no,2,no,unfurnished
16204413,2316,3,1,2,no,yes,no,no,no,2,no,unfurnished
8641612,7346,3,1,1,yes,no,no,no,no,0,yes,furnished
6289020,7837,3,1,1,yes,no,no,no,no,0,no,semi-furnished
5021793,2553,4,1,1,yes,no,yes,no,no,1,no,furnished
7916745,5536,4,1,1,yes,no,no,no,no,2,no,semi-furnished
10124748,2923,3,1,1,yes,no,no,no,no,0,no,unfurnished
9395098,3446,3,1,2,yes,yes,no,no,no,0,no,furnished
3531245,4723,2,2,1,yes,yes,no,no,no,1,no,unfurnished
1943722,7827,3,1,1,yes,no,yes,no,yes,0,no,furnished
5427907,4182,3,2,3,yes,yes,yes,yes,no,0,no,furnished
11012366,6437,3,1,2,no,no,no,no,no,0,no,unfurnished
6964224,3000,2,1,4,yes,no,yes,no,no,2,no,semi-furnished
4811619,5149,2,1,2,yes,no,no,no,no,2,no,furnished
6865026,2861,3,1,2,no,yes,no,no,no,1,no,semi-furnished
6294186,10067,3,2,1,no,no,no,no,yes,2,no,unfurnished
7276750,4942,3,2,1,yes,no,yes,no,no,2,no,furnished
8666608,3212,2,2,1,yes,no,no,no,yes,1,no,semi-furnished
5175875,6031,4,1,1,yes,no,no,no,no,1,no,furnished
7987819,6025,4,1,1,no,yes,no,no,no,0,no,unfurnished
4957377,3972,3,1,1,yes,no,no,no,no,2,yes,unfurnished
7712331,3596,3,1,1,yes,no,no,no,no,1,no,semi-furnished
4165342,5679,2,1,1,yes,no,no,no,yes,1,yes,unfurnished
5357428,2657,3,1,1,yes,no,yes,no,yes,0,no,unfurnished
5533674,2973,3,1,2,no,no,no,no,no,2,yes,semi-furnished
5980353,4391,3,1,1,yes,yes,no,no,no,2,no,semi-furnished
11246949,4749,4,1,2,yes,yes,no,no,yes,1,yes,furnished
10884459,2671,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
3409059,3300,2,2,1,yes,no,no,no,yes,1,no,unfurnished
11534119,2501,4,1,2,yes,no,yes,no,no,2,no,furnished
6951751,2921,3,1,2,yes,yes,no,no,no,1,no,semi-furnished
4775605,6311,2,1,1,yes,yes,no,no,no,1,yes,semi-furnished
6917988,4286,4,1,1,yes,yes,yes,no,no,2,no,semi-furnished
6239492,2386,4,2,5,yes,no,no,no,yes,2,no,semi-furnished
5162489,3535,2,2,1,yes,no,no,no,yes,1,yes,semi-furnished
7190164,4682,3,2,1,no,no,yes,no,no,2,no,semi-furnished
2700640,3339,4,1,1,yes,yes,yes,no,no,1,no,furnished
5820811,2461,4,1,1,yes,no,no,no,no,1,no,unfurnished
8824907,8646,3,1,2,yes,yes,no,no,no,1,no,furnished
6390870,2467,2,1,1,yes,no,no,no,yes,2,yes,semi-furnished
3812021,4361,3,1,1,yes,no,no,no,no,0,no,semi-furnished
5263962,5596,2,1,1,yes,no,yes,no,no,2,no,unfurnished
9569465,4204,4,1,1,yes,no,no,no,no,1,no,unfurnished
5119761,12503,4,1,1,yes,no,no,no,yes,1,no,furnished
11114097,3746,4,1,2,yes,no,yes,no,yes,0,no,semi-furnished
5560734,4899,2,1,1,yes,no,no,no,yes,1,yes,semi-furnished
7313223,1645,4,2,1,yes,yes,no,no,no,1,yes,semi-furnished
8817505,5029,3,1,1,yes,no,no,no,no,1,no,furnished
3752616,4030,4,2,2,yes,no,no,no,no,2,no,furnished
4589692,3727,4,1,2,yes,no,yes,no,yes,1,no,semi-furnished
6887989,8512,2,2,2,yes,yes,no,no,no,2,yes,furnished
4490287,4629,2,1,1,no,yes,no,no,no,1,no,unfurnished
5670318,3134,3,1,2,yes,no,no,no,yes,1,no,semi-furnished
3795952,11451,3,1,1,yes,yes,no,no,no,1,no,unfurnished
3756707,4602,4,1,1,yes,no,yes,no,yes,1,yes,semi-furnished
6936364,7041,2,1,1,yes,no,no,no,no,2,yes,unfurnished
4256309,5327,3,1,1,yes,no,yes,no,yes,2,no,unfurnished
2656157,2381,2,2,1,yes,no,no,no,no,1,no,unfurnished
9671015,5832,3,1,2,yes,no,yes,no,yes,0,yes,semi-furnished
7295290,2686,3,2,2,yes,no,yes,no,no,0,no,unfurnished
8038684,5365,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished
6923946,4604,2,1,1,yes,no,no,no,no,0,no,furnished
7296373,4832,4,1,2,yes,no,yes,no,no,2,no,semi-furnished
10007381,3026,2,1,2,yes,no,yes,no,no,1,yes,unfurnished
4380000,4210,2,1,1,yes,no,no,no,no,1,no,furnished
6222361,2585,2,1,2,yes,no,yes,no,no,0,no,semi-furnished
3744781,4042,2,1,1,yes,no,no,no,no,2,no,semi-furnished
5637298,4473,2,1,1,no,no,yes,no,no,1,no,unfurnished
6600234,2778,3,1,2,yes,no,no,no,yes,2,no,unfurnished
6466238,2597,4,1,1,yes,no,no,no,no,0,no,unfurnished
3977989,3804,2,1,5,yes,no,yes,no,no,2,no,semi-furnished
6794960,2916,2,1,2,yes,yes,no,yes,yes,0,no,unfurnished
4018309,4359,3,1,1,no,no,no,no,no,2,yes,unfurnished
5743983,2620,2,1,2,yes,no,yes,yes,no,0,no,semi-furnished
7377663,7525,3,2,1,yes,no,no,no,no,1,yes,semi-furnished
3684123,6616,3,1,1,no,yes,no,no,no,0,no,furnished
10870688,4637,4,1,1,yes,no,no,no,yes,2,no,furnished
7132034,2057,4,1,1,no,no,yes,no,no,0,no,furnished
7952658,3181,2,1,1,yes,no,no,yes,no,2,no,furnished
6079909,3115,3,1,1,yes,no,yes,no,no,0,no,unfurnished
8177840,3153,3,2,1,yes,yes,no,no,no,2,no,semi-furnished
6120563,1640,2,1,1,yes,no,yes,no,no,2,no,unfurnished
11352199,4850,2,1,2,no,yes,yes,no,no,0,no,unfurnished
5989759,2510,3,1,1,yes,no,no,no,no,1,no,semi-furnished
9063058,10360,2,1,2,yes,no,yes,no,no,1,no,unfurnished
5729421,3153,4,1,1,yes,no,yes,no,yes,2,no,unfurnished
7305211,7894,3,1,1,yes,no,no,no,no,0,yes,furnished
5645527,3686,2,1,2,yes,no,no,no,no,0,yes,furnished
6654530,2934,4,1,1,yes,yes,no,no,no,1,no,semi-furnished
11481078,1853,4,1,1,yes,no,yes,no,no,2,yes,semi-furnished
6804151,5260,2,1,2,yes,no,yes,no,yes,1,yes,semi-furnished
7000362,9685,2,1,2,yes,no,yes,no,yes,0,no,unfurnished
5631782,1993,2,2,1,yes,no,no,no,no,0,no,furnished
8610076,5428,4,2,2,yes,no,no,yes,yes,1,yes,furnished
5225437,5887,2,2,2,yes,yes,no,no,no,1,no,furnished
4893465,4669,2,1,1,yes,no,no,no,yes,0,no,unfurnished
10969608,4420,2,1,2,yes,no,no,no,no,0,no,semi-furnished
8296506,4418,4,1,1,yes,no,no,no,no,2,no,unfurnished
4134751,3621,3,2,2,yes,no,no,no,no,1,yes,furnished
4044443,4895,2,2,2,yes,yes,yes,no,no,0,no,semi-furnished
6437085,3977,2,1,3,yes,no,yes,no,yes,1,no,semi-furnished
6529421,5669,3,1,1,no,yes,no,no,yes,2,no,semi-furnished
5623891,3203,2,1,1,no,no,no,no,no,1,yes,semi-furnished
11270543,2516,2,1,2,yes,no,no,no,yes,2,no,semi-furnished
9872120,3178,2,1,1,yes,yes,no,no,no,0,yes,furnished
3219028,3808,6,1,1,yes,no,no,no,no,0,no,semi-furnished
9169048,4803,3,1,1,yes,no,yes,no,yes,1,no,unfurnished
3594336,3887,7,1,1,yes,yes,no,no,no,1,no,unfurnished
5217244,9128,3,1,2,yes,no,yes,no,no,2,no,unfurnished
